Year,Category,Provincial/territorial prescribed drugs,Federal direct prescribed drugs,Workers compensation board prescribed drugs,Drug insurance funds premium on prescribed drugs,Total public-sector prescribed drugs,Private insurers* prescribed drugs,Out-of-pocket prescribed drugs,Total private-sector prescribed drugs,Total prescribed drugs,Private over-the-counter drugs ,Private personal health supplies ,Total non-prescribed drugs,Public-sector total drugs,Private-sector total drugs,Total drugs,Shorthand,Legend,Province,Province Code
2001,G.1.4: Expenditure by year,149.2083178,12.73159735,7.969273199,,169.9091884,,,247.46354580000002,417.37273419999997,49.41231082,43.21447947,92.62679029,169.9091884,340.0903361,509.9995245,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2002,G.1.4: Expenditure by year,167.2531615,14.32185247,9.598223079,,191.1732371,,,289.067617,480.24085410000004,51.29915076,44.34827956,95.64743032,191.1732371,384.71504730000004,575.8882844,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2003,G.1.4: Expenditure by year,185.27025930000002,15.54372923,9.149974924,,209.96396349999998,,,325.97495960000003,535.9389231,52.01152094,43.40826484,95.41978578,209.96396349999998,421.3947454,631.3587089,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2004,G.1.4: Expenditure by year,196.6421686,15.1124948,9.374487525,,221.1291509,,,344.7855401,565.9146910000001,53.78270709,44.56946102,98.35216811,221.1291509,443.13770819999996,664.2668591,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2005,G.1.4: Expenditure by year,206.172192,15.48414405,9.856412542000001,,231.5127486,,,382.6404675,614.1532162000001,53.03853042,43.21173278,96.25026319999999,231.5127486,478.8907307,710.4034793999999,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2006,G.1.4: Expenditure by year,211.7955287,15.10106939,10.078925,,236.9755231,,,408.2081292,645.1836523,55.64500085,45.13832427,100.7833251,236.9755231,508.99145430000004,745.9669774,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2007,G.1.4: Expenditure by year,229.7397017,14.39629159,10.03469127,,254.17068450000002,,,473.78323420000004,727.9539187,58.45286478,46.00511296,104.4579777,254.17068450000002,578.2412118999999,832.4118965,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2008,G.1.4: Expenditure by year,239.0622235,13.82554267,10.08568685,,262.973453,,,447.9998725,710.9733255,58.65974694,45.77021874,104.4299657,262.973453,552.4298382000001,815.4032912,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2009,G.1.4: Expenditure by year,249.0471867,13.93480343,12.05019527,,275.0321854,,,485.61226270000003,760.6444481000001,63.97694683,48.37156854,112.34851540000001,275.0321854,597.960778,872.9929635,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2010,G.1.4: Expenditure by year,260.4333992,13.56081377,11.80581684,,285.8000298,,,554.9680283,840.7680581000001,69.85370332,53.20852917,123.0622325,285.8000298,678.0302608,963.8302905999999,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2011,G.1.4: Expenditure by year,277.51741400000003,14.64817629,12.48820317,,304.6537935,,,555.0828442000001,859.7366377000001,70.31099306,52.28732942,122.59832250000001,304.6537935,677.6811667000001,982.3349602,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2012,G.1.4: Expenditure by year,287.6565225,15.06451643,13.15610867,,315.8771476,,,548.459922,864.3370695,69.7281044,51.01298742,120.7410918,315.8771476,669.2010137999999,985.0781614,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2013,G.1.4: Expenditure by year,277.2415183,14.2634831,12.90550344,,304.4105048,,,545.3817267000001,849.7922315,71.26334014,51.63561051,122.8989507,304.4105048,668.2806774000001,972.6911822000001,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2014,G.1.4: Expenditure by year,269.82399889999994,15.902726000000001,11.24919048,,296.97591539999996,,,544.3608862000001,841.3368017000001,74.64561848,54.45176609,129.0973846,296.97591539999996,673.4582707999999,970.4341862,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2015,G.1.4: Expenditure by year,279.5923735,16.64616356,10.87835038,,307.1168874,,,560.2757319,867.3926194000001,72.48120731,52.72640593,125.2076132,307.1168874,685.4833452,992.6002325999999,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2016,G.1.4: Expenditure by year,274.22155319999996,18.05365463,11.01780941,,303.29301719999995,,,567.2225277000001,870.5155448999999,75.96229543,50.24943731,126.2117327,303.29301719999995,693.4342604,996.7272776000001,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2017,G.1.4: Expenditure by year,273.269314,18.72010199,10.94882659,,302.9382426,,,580.4819882999999,883.4202308,75.68534473,54.13226445,129.8176092,302.9382426,710.2995973999999,1013.23784,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
2018,G.1.4: Expenditure by year,273.6138889,19.4566685,11.23488084,,304.30543819999997,,,601.0664765,905.3719148,79.01650085,55.32791848,134.34441930000003,304.30543819999997,735.4108959,1039.716334,G.1.4,Expenditure on drugs per capita by Type by source of finance in dollars; Newfoundland and Labrador; 1985 to 2018,Newfoundland and Labrador,N.L.
1985,G.7.1: Expenditure by year,32.45075,6.49075,0.303,,39.2445,,,59.96216718,99.20666718,,,60.988299100000006,39.2445,120.95046629999999,160.1949663,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1986,G.7.1: Expenditure by year,34.580999999999996,7.210144621,0.374,,42.16514462,,,68.20517632,110.37032090000001,,,69.06249039,42.16514462,137.26766669999998,179.43281130000003,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1987,G.7.1: Expenditure by year,42.25475,7.744515346,0.41200000000000003,,50.41126535,,,61.85691442,112.2681798,,,80.08780418,50.41126535,141.9447186,192.3559839,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1988,G.7.1: Expenditure by year,47.49475,9.280470317999999,0.51586926,,57.29108958,,,68.08407213,125.3751617,,,75.354,57.29108958,143.4380721,200.7291617,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1989,G.7.1: Expenditure by year,45.528999999999996,11.51633441,0.55969405,,57.60502846,,,74.93812004,132.5431485,,,70.9,57.60502846,145.83812,203.4431485,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1990,G.7.1: Expenditure by year,48.503,13.78423163,0.65002058,,62.93725221,,,86.16429821,149.1015504,,,75.303,62.93725221,161.4672982,224.4045504,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1991,G.7.1: Expenditure by year,55.4295,16.23302575,0.6964008159999999,,72.35892657,,,95.80840712,168.16733369999997,,,81.461,72.35892657,177.2694071,249.62833369999998,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1992,G.7.1: Expenditure by year,68.12387191,18.571131,0.820840169,,87.51584308,,,101.61926059999999,189.13510369999997,51.53733988,41.63404194,93.17138181,87.51584308,194.79064240000002,282.3064855,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1993,G.7.1: Expenditure by year,68.06056583,21.898663100000004,0.73568938,,90.69491831,,,118.5370989,209.23201730000002,50.35945021,41.869904299999995,92.22935451,90.69491831,210.7664535,301.46137180000005,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1994,G.7.1: Expenditure by year,61.14237717,24.55654443,0.774615122,,86.47353672,,,129.0992842,215.57282090000004,52.28512855,42.52189709,94.80702564,86.47353672,223.90630980000003,310.3798465,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1995,G.7.1: Expenditure by year,79.59253311,27.83144377,0.846207687,,108.2701846,,,148.00857,256.2787545,50.77549416,41.73456327,92.51005743,108.2701846,240.5186274,348.788812,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1996,G.7.1: Expenditure by year,73.7594,28.59953268,0.886005788,,103.2449385,,,163.442126,266.6870645,54.18260928,47.28595465,101.4685639,103.2449385,264.9106899,368.1556284,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1997,G.7.1: Expenditure by year,73.713975,31.34340766,0.9564159999999999,,106.0137987,,,186.664261,292.6780597,48.10784405,43.68374469,91.79158875,106.0137987,278.4558497,384.4696484,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1998,G.7.1: Expenditure by year,85.894075,33.67191002,0.9803270000000001,,120.54631200000001,,,188.9568,309.503112,55.33130878,50.92303055,106.2543393,120.54631200000001,295.2111393,415.7574513,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1999,G.7.1: Expenditure by year,105.59815,36.9258896,1.115616,,143.6396556,,,180.54529,324.18494560000005,58.41170749,50.84558455,109.25729199999999,143.6396556,289.802582,433.4422376,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2000,G.7.1: Expenditure by year,130.925525,38.39769536,1.3450600000000001,,170.6682804,,,205.3007,375.96898039999996,60.7791747,52.56992776,113.34910249999999,170.6682804,318.64980249999996,489.31808279999996,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2001,G.7.1: Expenditure by year,160.83605,44.54869613,1.586968,,206.97171409999999,,,212.29756,419.2692741,64.02635553,53.61683097,117.6431865,206.97171409999999,329.9407465,536.9124606,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2002,G.7.1: Expenditure by year,189.617175,51.99716128,1.712157,,243.3264933,,,239.40646,482.73295329999996,65.57614851,54.81254098,120.3886895,243.3264933,359.79514950000004,603.1216427999999,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2003,G.7.1: Expenditure by year,217.71205,60.67597255,2.05255279,,280.4405753,,,266.66415,547.1047252999999,68.28780558,56.33220599,124.6200116,280.4405753,391.28416160000006,671.7247369,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2004,G.7.1: Expenditure by year,234.569475,65.34293034,2.3189033709999998,,302.2313087,,,277.20847000000003,579.4397787,71.89430435,58.04160073,129.93590509999999,302.2313087,407.1443751,709.3756837999999,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2005,G.7.1: Expenditure by year,249.519325,70.87118668,2.35094397,,322.74145560000005,,,293.34999,616.0914456,74.18167658,60.25964559,134.44132219999997,322.74145560000005,427.79131219999994,750.5327678,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2006,G.7.1: Expenditure by year,260.225975,79.41833366,2.606589131,,342.2508978,,,344.77937000000003,687.0302677999999,78.45680636,63.10474496,141.5615513,342.2508978,486.34092130000005,828.5918191000001,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2007,G.7.1: Expenditure by year,271.645025,83.77099862,2.741263902,,358.1572875,,,362.46943999999996,720.6267275,81.76755726,62.62870547,144.3962627,358.1572875,506.8657027,865.0229902000001,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2008,G.7.1: Expenditure by year,279.560775,85.91910937,3.15158614,,368.63147050000003,,,375.09375,743.7252205,87.15767890000001,65.66782963,152.82550849999998,368.63147050000003,527.9192585,896.5507289999999,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2009,G.7.1: Expenditure by year,287.159,87.6788791,3.26951495,,378.107394,,,436.8609,814.968294,96.10927377,70.40794115,166.5172149,378.107394,603.3781149,981.485509,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2010,G.7.1: Expenditure by year,294.95675,88.32225031,3.56096443,,386.8399647,,,512.2832400000001,899.1232047,95.39695135,69.03266125,164.42961259999998,386.8399647,676.7128526,1063.552817,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2011,G.7.1: Expenditure by year,306.08099999999996,91.72957099,3.57448009,,401.38505110000006,,,489.941242,891.3262930999999,98.05526938,69.81085242,167.8661218,401.38505110000006,657.8073638,1059.192415,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2012,G.7.1: Expenditure by year,304.683,91.76822022,3.444985,,399.89620519999994,,,480.25930999999997,880.1555152000001,108.7961587,75.47647969,184.2726384,399.89620519999994,664.5319484,1064.428154,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2013,G.7.1: Expenditure by year,300.22900000000004,88.25970762,3.3026065000000004,,391.7913141,,,468.791325,860.5826391,106.8575328,74.45145385,181.3089866,391.7913141,650.1003116,1041.891626,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2014,G.7.1: Expenditure by year,303.77299999999997,90.06914376,2.939915,,396.7820588,,,481.3558234,878.1378822,110.09944009999998,75.49374195,185.5931821,396.7820588,666.9490055,1063.731064,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2015,G.7.1: Expenditure by year,324.30025,95.35766927,2.63219146,,422.29011069999996,,,479.21288480000004,901.5029955,106.99121940000002,73.91842177,180.90964119999998,422.29011069999996,660.122526,1082.412637,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2016,G.7.1: Expenditure by year,333.97125,88.6033135,2.46983244,,425.0443959,,,488.25192360000005,913.2963195,112.30925330000001,79.35598078,191.6652341,425.0443959,679.9171576,1104.961554,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2017,G.7.1: Expenditure by year,327.6585,86.89704885,2.20472944,,416.76027830000004,,,500.6025813999999,917.3628597000001,115.1953604,79.99216679,195.18752719999998,416.76027830000004,695.7901086,1112.550387,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
2018,G.7.1: Expenditure by year,329.4455,88.93655698,2.45849908,,420.8405561000001,,,514.2221807,935.0627367999999,120.0541064,81.40019474,201.45430119999997,420.8405561000001,715.6764819,1136.5170380000002,G.7.1,Expenditure on drugs by type and source of finance in millions of current dollars; Manitoba; 1985 to 2018,Manitoba,Man.
1985,G.7.2: Percentage by year,20.25703476,4.051781495,0.18914452,,24.49796077,,,37.43074366,61.92870443,,,38.07129557,24.49796077,75.50203923,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1986,G.7.2: Percentage by year,19.27239491,4.01829775,0.208434565,,23.49912723,,,38.01154082,61.51066804,,,38.48933196,23.49912723,76.50087277,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1987,G.7.2: Percentage by year,21.96695374,4.026136951,0.21418621399999999,,26.207276899999997,,,32.15752022,58.36479712,,,41.63520288,26.207276899999997,73.79272309999999,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1988,G.7.2: Percentage by year,23.66111112,4.623379204,0.256997666,,28.54148799,,,33.91837616,62.45986415,,,37.54013585,28.54148799,71.45851201,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1989,G.7.2: Percentage by year,22.37922502,5.660713814,0.27511078899999997,,28.31504963,,,36.83491953,65.14996916,,,34.85003084,28.31504963,71.68495037,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1990,G.7.2: Percentage by year,21.61408933,6.142581158,0.28966461600000004,,28.04633511,,,38.39685873,66.44319384,,,33.55680616,28.04633511,71.95366489,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1991,G.7.2: Percentage by year,22.20481112,6.502877903,0.27897506899999996,,28.98666409,,,38.38042169,67.36708578,,,32.63291422,28.98666409,71.01333591,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1992,G.7.2: Percentage by year,24.13117495,6.578357904,0.29076206600000004,,31.00029492,,,35.99607726,66.99637217,18.25581151,14.74781632,33.00362783,31.00029492,68.99970508,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1993,G.7.2: Percentage by year,22.5768779,7.264168862999999,0.244041011,,30.08508778,,,39.32082517,69.40591295,16.70510882,13.88897823,30.59408705,30.08508778,69.91491222,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1994,G.7.2: Percentage by year,19.69920981,7.91177156,0.249570045,,27.86055141,,,41.59396482,69.45451623,16.84552948,13.69995429,30.54548377,27.86055141,72.13944859,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1995,G.7.2: Percentage by year,22.81969214,7.979454275,0.242613197,,31.04175961,,,42.43501078,73.4767704,14.55766137,11.96556823,26.523229600000004,31.04175961,68.95824039,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1996,G.7.2: Percentage by year,20.03484242,7.768326891,0.24066066600000002,,28.04382997,,,44.39484647,72.43867645,14.71731113,12.84401242,27.56132355,28.04382997,71.95617003,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1997,G.7.2: Percentage by year,19.17289838,8.152375043,0.24876242,,27.57403584,,,48.55110456,76.1251404,12.51278072,11.36207887,23.8748596,27.57403584,72.42596416,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1998,G.7.2: Percentage by year,20.65965979,8.098931217999999,0.235793008,,28.99438402,,,45.4488066,74.44319062,13.30855493,12.24825445,25.55680938,28.99438402,71.00561598,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1999,G.7.2: Percentage by year,24.36268107,8.519218109,0.25738516100000003,,33.13928434,,,41.65382935,74.79311369999999,13.47623799,11.73064832,25.2068863,33.13928434,66.86071566,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2000,G.7.2: Percentage by year,26.75673138,7.847185034,0.274884589,,34.878801,,,41.95649153,76.83529253,12.42119939,10.74350808,23.16470747,34.878801,65.121199,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2001,G.7.2: Percentage by year,29.95573055,8.297199151000001,0.29557295,,38.54850265,,,39.54044198,78.08894464,11.92491518,9.986140182,21.91105536,38.54850265,61.45149735,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2002,G.7.2: Percentage by year,31.439292100000003,8.621338978999999,0.28388253399999996,,40.34451362,,,39.69455629,80.03906991,10.87278981,9.088140284,19.96093009,40.34451362,59.65548638,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2003,G.7.2: Percentage by year,32.41090257,9.032862603,0.305564568,,41.74932974,,,39.69842636,81.44775609,10.16604002,8.386203886,18.55224391,41.74932974,58.25067026,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2004,G.7.2: Percentage by year,33.06703068,9.211329318999999,0.326893552,,42.60525355,,,39.07780832,81.68306187,10.13487014,8.182067987,18.31693813,42.60525355,57.39474645,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2005,G.7.2: Percentage by year,33.24562707,9.442783808,0.31323668600000004,,43.00164756,,,39.08556729,82.08721485,9.883869134,8.028916015,17.91278515,43.00164756,56.99835244,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2006,G.7.2: Percentage by year,31.40581032,9.584735431,0.314580602,,41.30512635,,,41.61027928,82.91540562,9.468691888,7.6159024870000005,17.08459438,41.30512635,58.69487365,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2007,G.7.2: Percentage by year,31.40321449,9.68425112,0.316900699,,41.40436631,,,41.902867799999996,83.30723409999999,9.452645557,7.240120341,16.6927659,41.40436631,58.59563369,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2008,G.7.2: Percentage by year,31.18181336,9.583295912999999,0.35152346,,41.11663273,,,41.83742624,82.95405897,9.721444206000001,7.324496819,17.04594103,41.11663273,58.88336727,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2009,G.7.2: Percentage by year,29.25758938,8.933283099999999,0.333119024,,38.5239915,,,44.510173200000004,83.0341647,9.792225447,7.17360985,16.965835300000002,38.5239915,61.4760085,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2010,G.7.2: Percentage by year,27.73315487,8.304453608,0.334817827,,36.37242631,,,48.16716496,84.53959127,8.96964869,6.4907600379999995,15.46040873,36.37242631,63.62757369,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2011,G.7.2: Percentage by year,28.89758232,8.660331183,0.337472214,,37.89538571,,,46.25611316,84.15149887,9.257550187,6.590950939,15.84850113,37.89538571,62.10461429,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2012,G.7.2: Percentage by year,28.62410196,8.62136349,0.32364655,,37.569112,,,45.11899731,82.68810931,10.22108992,7.090800767999999,17.31189069,37.569112,62.430888,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2013,G.7.2: Percentage by year,28.81576093,8.471102506,0.316981768,,37.6038452,,,44.99425021,82.59809541,10.25610823,7.145796357999999,17.40190459,37.6038452,62.3961548,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2014,G.7.2: Percentage by year,28.55731211,8.467285274,0.276377658,,37.30097504,,,45.25164673,82.55262177,10.35030788,7.097070349,17.44737823,37.30097504,62.69902496,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2015,G.7.2: Percentage by year,29.96087065,8.809733556,0.24317819,,39.0137824,,,44.2726617,83.28644409,9.88451315,6.829042757000001,16.71355591,39.0137824,60.986217599999996,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2016,G.7.2: Percentage by year,30.22469415,8.018678407000001,0.223522025,,38.46689458,,,44.18723185,82.65412643,10.16408697,7.181786599,17.34587357,38.46689458,61.53310542,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2017,G.7.2: Percentage by year,29.45111555,7.810616928,0.19816895199999998,,37.45990143,,,44.99594691,82.45584834,10.35417018,7.189981482,17.54415166,37.45990143,62.54009857,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
2018,G.7.2: Percentage by year,28.98729091,7.825360642000001,0.216318717,,37.02897027,,,45.24544407,82.27441433,10.56333539,7.162250281,17.72558567,37.02897027,62.97102973,100.0,G.7.2,Percentage share of expenditure on drugs by type and source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1985,G.7.3: Percentage by year,2.475399616,0.495125692,0.023113367000000003,,2.993638675,,,14.42907961,5.746132857999999,,,14.6760043,2.993638675,29.10508391,9.27862598,G.7.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1986,G.7.3: Percentage by year,2.425403212,0.505696999,0.026231191,,2.957331402,,,14.70159761,5.840583581000001,,,14.8863913,2.957331402,29.58798892,9.495236789,G.7.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1987,G.7.3: Percentage by year,2.761333535,0.5061014429999999,0.02692406,,3.294359037,,,13.74765231,5.66960858,,,17.79945373,3.294359037,31.54710604,9.714089417,G.7.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1988,G.7.3: Percentage by year,2.906182335,0.567867794,0.031565807,,3.5056159360000003,,,15.63824337,6.057839089,,,17.30807447,3.5056159360000003,32.94631783,9.698770838,G.7.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
1989,G.7.3: Percentage by year,2.567586585,0.649458274,0.031563682999999995,,3.248608542,,,15.47626155,5.871405066,,,14.64230679,3.248608542,30.11856834,9.012137906,G.7.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Manitoba; 1985 to 2018,Manitoba,Man.
