Year,Category,Hospitals,Other Institutions,Physicians,Other Professionals ,Drugs,Capital,Public Health,Administration,Other Health Spending,Total,Shorthand,Legend,Province,Province Code
1999,F.3.13.1: Expenditure by year,67.71545621,3.01937774,14.47825896,1.915066436,1.318672668,23.34685659,4.531822099,9.533875688,21.51905868,147.3784451,F.3.13.1,Territorial government health expenditure by use of funds in millions of current dollars; Nunavut; 1974-1975 to 2018-2019,Nunavut,Nun.
2009,D.1.13.3: Expenditure by year,4452.010789,927.6694579,1403.980311,579.7605821,629.8833601,162.644347,1493.029832,851.5273701,1542.288337,12042.79439,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2010,D.1.13.3: Expenditure by year,4397.056472,1070.4599,1486.673572,580.472334,602.3362836,261.5189393,1353.886747,855.9275993,1476.689449,12085.0213,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2011,D.1.13.3: Expenditure by year,4501.154166,1198.419502,1470.583274,565.5057223,657.6772249,518.4140259,1323.777683,986.5278077,1527.974558,12750.03396,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2012,D.1.13.3: Expenditure by year,4740.038035,1257.212378,1516.612491,579.1403517,678.4201586,484.4267363,1372.191462,1136.816506,1606.711746,13371.56987,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2013,D.1.13.3: Expenditure by year,4860.889887,1231.88541,1572.748986,545.3929403,673.1062467,602.177504,1611.015429,1142.50885,1591.186439,13830.91169,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2014,D.1.13.3: Expenditure by year,4920.863768,1249.069562,1609.552365,522.2303204,674.6264476,1125.36319,1794.019675,1075.229942,1615.738428,14586.6937,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2015,D.1.13.3: Expenditure by year,5102.233884,1322.551252,1708.139566,597.5699011,776.8692793,787.3410441,1904.606672,1138.058374,1724.915133,15062.28511,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2016,D.1.13.3: Expenditure by year,5390.439945,1389.378165,1749.608028,538.1759826,745.2869861,382.3253277,1998.606931,1433.181204,1791.734793,15418.73736,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2017,D.1.13.3: Expenditure by year,5580.148641,1447.892249,1786.696505,521.9617501,736.8778857,481.1818921,2158.726597,1717.718604,1832.922838,16264.12696,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
2018,D.1.13.3: Expenditure by year,5390.236021,1464.453714,1720.58484,528.5274133,736.8144857,200.3414009,2223.619325,1769.005266,1798.838975,15832.42144,D.1.13.3,Per capita total health expenditure by use of funds in current dollars; Nunavut; 1975 to 2018,Nunavut,Nun.
1975,D.1.10.1: Expenditure by year,550.5445,104.66675,249.8372972,167.351825,135.7767362,52.19723294,55.24293032,35.08236716,32.6591482,1383.358787,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1976,D.1.10.1: Expenditure by year,643.241,118.94775,297.6806124,189.8706554,155.49809,78.89187722,62.51894477,38.76771516,42.90370325,1628.320348,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1977,D.1.10.1: Expenditure by year,717.2075826,129.0975091,321.5889041,222.1603678,170.8525356,94.22468271,79.92178769,46.95924267,49.80742045,1831.820033,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1978,D.1.10.1: Expenditure by year,747.5726071,193.0266508,356.6135829,269.9550692,184.7748253,84.92615512,98.21914351,55.69150516,53.63435275,2044.413892,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1979,D.1.10.1: Expenditure by year,819.0555566,238.9115,407.5562207,305.0323064,231.5852143,47.649,107.1164463,68.20911712,63.45774561,2288.573107,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1980,D.1.10.1: Expenditure by year,1079.001611,300.2931417,473.539397,347.0777649,282.5854667,126.3145,120.0238993,68.36396523,82.79532193,2879.995068,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1981,D.1.10.1: Expenditure by year,1296.812782,309.856803,585.1199486,405.5650244,300.1064832,166.24475,147.1004066,94.2840963,125.2822105,3430.372505,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1982,D.1.10.1: Expenditure by year,1490.251813,362.1147368,711.4885021,477.172308,304.6308218,140.2525,126.9551971,112.5097641,144.8732182,3870.248861,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1983,D.1.10.1: Expenditure by year,1582.418157,397.0771817,797.6439237,528.6314454,329.5687904,109.58375,117.7809267,128.5237171,164.4929562,4155.720849,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1984,D.1.10.1: Expenditure by year,1629.932097,427.1418066,830.9735898,579.2171813,387.0244613,106.33125,128.9594708,157.2011118,182.1353683,4428.916337,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1985,D.1.10.1: Expenditure by year,1682.297141,443.5541358,849.4726282,606.9713208,416.5095381,133.0785,135.9744837,165.5462829,204.5046198,4637.908651,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1986,D.1.10.1: Expenditure by year,1851.919885,473.4731933,905.2969208,642.6141122,445.5773813,124.885272,140.6878893,180.0841156,219.5471966,4984.085966,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1987,D.1.10.1: Expenditure by year,1987.59689,486.3436315,959.0465777,686.0618717,506.2872755,147.8972031,150.6133108,178.5945094,238.84537,5341.28664,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1988,D.1.10.1: Expenditure by year,2096.951352,581.5079861,1026.352061,742.205675,564.6214703,188.7661592,180.3186658,186.2866002,272.1389209,5839.148891,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1989,D.1.10.1: Expenditure by year,2291.230884,675.6617175,1093.401489,821.182365,637.8696079,250.415603,204.5543251,212.9336259,322.4872264,6509.736844,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1990,D.1.10.1: Expenditure by year,2546.263967,786.1308289,1237.019449,920.1020992,721.6528903,292.6109491,237.275955,241.0743727,394.1856977,7376.316209,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1991,D.1.10.1: Expenditure by year,2769.750999,904.8064291,1369.064621,1008.798863,809.7201515,268.2271614,277.3596039,263.5490317,456.0749276,8127.351788,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1992,D.1.10.1: Expenditure by year,2965.259545,980.9451609,1389.27721,1088.899069,893.6956734,270.697445,404.3138142,288.4248354,488.2162604,8769.729014,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1993,D.1.10.1: Expenditure by year,3090.07073,1018.521751,1471.594679,1111.448673,995.071974,301.2537809,487.5658414,288.8095397,533.1081335,9297.445102,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1994,D.1.10.1: Expenditure by year,3186.523201,1075.349301,1576.041902,1168.49847,1042.864727,346.4873003,470.1738874,303.2982439,602.0869486,9771.323981,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1995,D.1.10.1: Expenditure by year,3128.171118,1087.618382,1653.177693,1288.981517,1097.338303,306.6885851,560.0289324,365.8210926,625.4098178,10113.23544,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1996,D.1.10.1: Expenditure by year,3134.792961,1158.540101,1671.838162,1372.928141,1160.854424,348.3112253,592.4159043,379.1590944,559.2793346,10378.11935,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1997,D.1.10.1: Expenditure by year,3281.876897,1223.99754,1680.922643,1490.798772,1249.383507,329.2614484,500.4668928,403.5758606,671.7008416,10831.9844,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1998,D.1.10.1: Expenditure by year,3377.322845,1248.195245,1752.221976,1720.867985,1385.858585,228.0806005,611.27126,344.3169226,746.2025389,11414.33796,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1999,D.1.10.1: Expenditure by year,3600.782202,1384.379947,1871.076714,1687.051737,1504.569057,460.3271699,683.6142554,322.6071159,765.2919559,12279.70015,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2000,D.1.10.1: Expenditure by year,3856.299398,1614.770185,2021.305313,1865.61783,1665.759653,499.8033888,742.1104078,368.7872988,778.1492973,13412.60277,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2001,D.1.10.1: Expenditure by year,4176.117148,1754.278435,2240.267952,1885.875751,1827.719732,554.9502018,825.5981198,468.2882011,946.9690225,14680.06456,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2002,D.1.10.1: Expenditure by year,4464.399825,1893.739723,2449.79564,1950.453779,1990.621978,560.0692948,789.9874139,568.2020119,1002.89109,15670.16076,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2003,D.1.10.1: Expenditure by year,4664.968344,1879.431907,2559.991179,2073.714589,2138.411697,613.2713472,841.7167393,559.4818242,1065.331753,16396.31938,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2004,D.1.10.1: Expenditure by year,4730.412727,1909.152419,2599.623636,2263.319661,2338.671044,711.6250005,877.1018488,585.9725987,1109.456551,17125.33549,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2005,D.1.10.1: Expenditure by year,4919.339407,1667.621358,2693.508,2239.560303,2430.298679,994.4904462,1067.218406,703.7507484,1308.6977,18024.48505,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2006,D.1.10.1: Expenditure by year,5189.007816,1651.943065,2923.481003,2411.607298,2682.316083,1200.328317,1155.974467,738.5267142,1451.327786,19404.51255,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2007,D.1.10.1: Expenditure by year,5501.563986,1625.868575,3137.342926,2444.600534,2681.185884,1044.7978,1294.218114,772.9889094,1740.232902,20242.79963,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2008,D.1.10.1: Expenditure by year,6023.045578,1645.910061,3295.89132,2913.747275,2867.388984,1350.081953,1451.491991,747.5211349,1953.332585,22248.41088,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2009,D.1.10.1: Expenditure by year,6342.486152,1727.641022,3454.112712,2900.853326,2998.004542,1172.056075,1560.792624,737.5116219,2029.261903,22922.71998,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2010,D.1.10.1: Expenditure by year,6965.433659,1683.767969,3632.28055,2742.428058,3507.296372,1342.917472,1623.176157,733.4256396,2124.45567,24355.18155,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2011,D.1.10.1: Expenditure by year,7835.538886,1541.7344,3834.546208,2764.640776,3494.886705,1224.106634,1808.824478,798.4822163,1875.410071,25178.17037,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2012,D.1.10.1: Expenditure by year,8235.762997,1509.278178,3887.392983,3080.14386,3492.812945,1352.106036,1929.315349,835.933966,1867.332378,26190.07869,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2013,D.1.10.1: Expenditure by year,8471.99853,1541.291394,4017.496976,2941.243427,3426.70969,755.517951,2057.000885,885.7451222,1760.131625,25857.1356,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2014,D.1.10.1: Expenditure by year,8836.842482,1587.429183,4092.173368,3268.26453,3442.704468,1151.652759,2185.660455,935.3840038,2040.913312,27541.02456,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2015,D.1.10.1: Expenditure by year,9096.737703,1663.505203,4278.666131,3445.774336,3592.572974,1154.5513,2286.637089,861.9739157,1941.873085,28322.29174,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2016,D.1.10.1: Expenditure by year,9376.099489,1769.471218,4478.758841,3647.272514,3810.322863,1198.837734,2418.411676,974.4104619,2003.146046,29676.73084,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2017,D.1.10.1: Expenditure by year,9816.005322,1857.644901,4597.621985,3875.997619,3942.00482,1171.812497,2518.997468,1013.074194,2110.120898,30903.2797,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
2018,D.1.10.1: Expenditure by year,10249.33253,1962.533014,4791.807762,4123.484339,4088.197148,1093.430939,2621.324078,1048.153974,2214.483773,32192.74756,D.1.10.1,Total health expenditure by use of funds in millions of current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1975,D.1.10.2: Percentage by year,39.7976653,7.566131865,18.0601952,12.09749969,9.815005152,3.773224519,3.993391363,2.53602807,2.360858839,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1976,D.1.10.2: Percentage by year,39.5033447,7.304935428,18.28145258,11.66052218,9.549600615,4.844985037,3.839474514,2.380840798,2.634844139,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1977,D.1.10.2: Percentage by year,39.1527317,7.04749958,17.55570407,12.12784901,9.326928003,5.143774008,4.362971594,2.563529268,2.719012761,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1978,D.1.10.2: Percentage by year,36.56659789,9.441662061,17.44331636,13.20452137,9.03803413,4.154058797,4.804269033,2.724081722,2.623458634,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1979,D.1.10.2: Percentage by year,35.78891817,10.43932131,17.80831119,13.328493,10.1191967,2.082039672,4.680490476,2.980421159,2.772808324,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1980,D.1.10.2: Percentage by year,37.46539787,10.42686306,16.44236833,12.05133192,9.812012178,4.38592765,4.16750364,2.373752858,2.874842491,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1981,D.1.10.2: Percentage by year,37.80384726,9.032745061,17.0570382,11.82276921,8.748510047,4.846259401,4.288175888,2.748508979,3.652145951,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1982,D.1.10.2: Percentage by year,38.50532269,9.35636828,18.38353366,12.32924097,7.871091312,3.623862574,3.280285109,2.907042109,3.743253299,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1983,D.1.10.2: Percentage by year,38.07806672,9.554953188,19.19387641,12.72057158,7.930484323,2.636937224,2.834187642,3.092693706,3.958229202,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1984,D.1.10.2: Percentage by year,36.80205209,9.64438644,18.7624585,13.07807909,8.738581445,2.400841242,2.911761275,3.549426085,4.112413838,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1985,D.1.10.2: Percentage by year,36.27275283,9.563666928,18.3158551,13.08717714,8.980546394,2.869364406,2.931805991,3.569416635,4.409414571,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1986,D.1.10.2: Percentage by year,37.15666018,9.499699573,18.16375012,12.89331919,8.940001923,2.505680536,2.822742028,3.613182374,4.404964081,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1987,D.1.10.2: Percentage by year,37.21194956,9.105364762,17.95534751,12.84450579,9.478751274,2.768943386,2.819794574,3.343660835,4.471682315,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1988,D.1.10.2: Percentage by year,35.91193496,9.9587799,17.57708325,12.71085374,9.669585087,3.232768384,3.08809844,3.190303993,4.660592254,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1989,D.1.10.2: Percentage by year,35.19698167,10.37924779,16.79640077,12.61467836,9.798700366,3.846785346,3.142282553,3.271002055,4.95392109,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1990,D.1.10.2: Percentage by year,34.51945247,10.65749904,16.77015211,12.47373449,9.783377907,3.966898121,3.216726998,3.268221778,5.343937089,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1991,D.1.10.2: Percentage by year,34.07937875,11.13285671,16.84515026,12.41239323,9.962902709,3.300302096,3.412668863,3.242741775,5.611605594,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1992,D.1.10.2: Percentage by year,33.8124421,11.18558121,15.84173477,12.41656461,10.19068744,3.086725309,4.61033418,3.288868275,5.567062103,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1993,D.1.10.2: Percentage by year,33.2356975,10.95485631,15.82794696,11.9543451,10.70263888,3.240178109,5.244084112,3.106332294,5.733920745,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1994,D.1.10.2: Percentage by year,32.61096661,11.0051545,16.12925643,11.95844568,10.67270647,3.545960619,4.811772573,3.103962621,6.161774492,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1995,D.1.10.2: Percentage by year,30.93145746,10.75440583,16.34667464,12.74549104,10.85051673,3.032546675,5.537584245,3.617250827,6.18407256,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1996,D.1.10.2: Percentage by year,30.20579024,11.16329522,16.10925936,13.22906487,11.18559525,3.356207552,5.70831655,3.653447043,5.389023925,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1997,D.1.10.2: Percentage by year,30.29802088,11.29984585,15.51814128,13.76293315,11.53420704,3.039714942,4.620269696,3.725779558,6.2010876,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1998,D.1.10.2: Percentage by year,29.58842516,10.93532757,15.35106094,15.07637142,12.14138385,1.998193863,5.355293161,3.016529946,6.537414098,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1999,D.1.10.2: Percentage by year,29.32304663,11.27372762,15.23715311,13.73854179,12.25249019,3.748684122,5.567027263,2.627157926,6.232171358,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2000,D.1.10.2: Percentage by year,28.75131295,12.03920084,15.07019441,13.90943922,12.41936171,3.726371364,5.532933618,2.749558047,5.801627846,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2001,D.1.10.2: Percentage by year,28.44753938,11.95007302,15.26061376,12.84650856,12.45035214,3.7802981,5.623940659,3.189960092,6.45071429,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2002,D.1.10.2: Percentage by year,28.4898151,12.08500508,15.63350676,12.44692897,12.70326456,3.574113269,5.041348498,3.626012654,6.400005114,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2003,D.1.10.2: Percentage by year,28.4513142,11.46252316,15.61320635,12.64743959,13.04202271,3.740298862,5.13357126,3.41224034,6.49738352,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2004,D.1.10.2: Percentage by year,27.62230691,11.1481169,15.17998662,13.21620626,13.65620572,4.15539305,5.121662285,3.421670771,6.478451487,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2005,D.1.10.2: Percentage by year,27.29253787,9.251977815,14.94360584,12.42510006,13.48331823,5.517441655,5.92093701,3.90441528,7.260666237,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2006,D.1.10.2: Percentage by year,26.74124281,8.513190221,15.06598527,12.42807461,13.82315622,6.185820508,5.957245585,3.805953447,7.479331329,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2007,D.1.10.2: Percentage by year,27.17788096,8.031836529,15.49856237,12.07639545,13.24513374,5.161330541,6.393473916,3.818586972,8.596799522,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2008,D.1.10.2: Percentage by year,27.07180126,7.397876951,14.81405273,13.09642873,12.88806198,6.068217457,6.524025461,3.359885517,8.779649905,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2009,D.1.10.2: Percentage by year,27.66899459,7.536806383,15.06851157,12.65492633,13.07874696,5.113075916,6.808932909,3.217382678,8.852622661,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2010,D.1.10.2: Percentage by year,28.59939125,6.913387057,14.91378967,11.26014213,14.40061683,5.513888162,6.664602987,3.011374143,8.722807778,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2011,D.1.10.2: Percentage by year,31.12036645,6.123297989,15.22964596,10.98030848,13.88062219,4.861777548,7.184098174,3.171327402,7.448555804,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2012,D.1.10.2: Percentage by year,31.4461178,5.762785961,14.84299848,11.76072778,13.33639729,5.162665036,7.366588593,3.191796313,7.129922746,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2013,D.1.10.2: Percentage by year,32.7646444,5.960797118,15.53728548,11.37497777,13.25247213,2.921893448,7.955254275,3.425534583,6.807140791,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2014,D.1.10.2: Percentage by year,32.08610654,5.763871202,14.85846454,11.86689523,12.5002774,4.181590108,7.936017232,3.396329725,7.410448029,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2015,D.1.10.2: Percentage by year,32.11864982,5.873483752,15.10706185,12.16629773,12.68461256,4.076475557,8.073630163,3.043446921,6.856341652,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2016,D.1.10.2: Percentage by year,31.59411169,5.962486997,15.09182014,12.29000773,12.83942926,4.039655649,8.149184924,3.283415775,6.74988784,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2017,D.1.10.2: Percentage by year,31.76363615,6.011157775,14.87745647,12.54235038,12.75594325,3.791870987,8.151230201,3.278209315,6.828145484,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
2018,D.1.10.2: Percentage by year,31.83739602,6.096196079,14.88474307,12.80873691,12.69912467,3.396513259,8.14259197,3.255869889,6.878828126,100,D.1.10.2,Percentage distribution of total health expenditure by use of funds; British Columbia; 1975 to 2018,British Columbia,B.C.
1975,D.1.10.3: Expenditure by year,220.2557721,41.87391906,99.95215065,66.95227259,54.32005927,20.88249332,22.10098234,14.03536656,13.06591184,553.4389277,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1976,D.1.10.3: Expenditure by year,253.8650583,46.9445783,117.4842804,74.93540525,61.36973806,31.13590554,24.67407326,15.30028134,16.93261333,642.6419338,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1977,D.1.10.3: Expenditure by year,279.101461,50.23831912,125.1463804,86.45374747,66.48729525,36.66755239,31.10157819,18.27419782,19.38256671,712.8530984,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1978,D.1.10.3: Expenditure by year,285.9882093,73.84345772,136.4245814,103.2728676,70.68667432,32.48899009,37.57429941,21.30510626,20.51813075,782.1023168,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1979,D.1.10.3: Expenditure by year,307.5698957,89.71550775,153.044593,114.5450439,86.96435747,17.89304504,40.22412638,25.61373385,23.82950954,859.3998126,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1980,D.1.10.3: Expenditure by year,393.3333956,109.4672334,172.6214837,126.5218462,103.0121735,46.04600281,43.75286133,24.92102914,30.18175764,1049.857783,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
1981,D.1.10.3: Expenditure by year,459.2222203,109.7252672,207.2003651,143.6170845,106.2725225,58.86993424,52.09061497,33.38751178,44.36444156,1214.749962,D.1.10.3,Per capita total health expenditure by use of funds in current dollars; British Columbia; 1975 to 2018,British Columbia,B.C.
